video_titles,video_ids,video_number
"['LECTURE 1: WAVE MECHANICS', 'LECTURE 2: WAVE MECHANICS (CONT.)', 'LECTURE 3: WAVE MECHANICS (CONT.) AND STERN-GERLACH EXPERIMENT', 'LECTURE 4: SPIN ONE-HALF, BRAS, KETS, AND OPERATORS', 'LECTURE 5: LINEAR ALGEBRA: VECTOR SPACES AND OPERATORS', 'LECTURE 6: LINEAR ALGEBRA: VECTOR SPACES AND OPERATORS (CONT.)', 'LECTURE 7: LINEAR ALGEBRA: VECTOR SPACES AND OPERATORS (CONT.)', 'LECTURE 8: LINEAR ALGEBRA: VECTOR SPACES AND OPERATORS (CONT.)', ""LECTURE 9: DIRAC'S BRA AND KET NOTATION"", 'LECTURE 10: UNCERTAINTY PRINCIPLE AND COMPATIBLE OBSERVABLES', 'LECTURE 11: UNCERTAINTY PRINCIPLE AND COMPATIBLE OBSERVABLES (CONT.)', 'LECTURE 12: QUANTUM DYNAMICS', 'LECTURE 13: QUANTUM DYNAMICS (CONT.)', 'LECTURE 14: QUANTUM DYNAMICS (CONT.)', 'LECTURE 15: QUANTUM DYNAMICS (CONT.)', 'LECTURE 16: QUANTUM DYNAMICS (CONT.) AND TWO STATE SYSTEMS', 'LECTURE 17: TWO STATE SYSTEMS (CONT.)', 'LECTURE 18: TWO STATE SYSTEMS (CONT.), MULTIPARTICLE STATES AND TENSOR PRODUCTS', 'LECTURE 19: MULTIPARTICLE STATES AND TENSOR PRODUCTS (CONT.)', 'LECTURE 20: MULTIPARTICLE STATES AND TENSOR PRODUCTS (CONT.) AND ANGULAR MOMENTUM', 'LECTURE 21: ANGULAR MOMENTUM (CONT.)', 'LECTURE 22: ANGULAR MOMENTUM (CONT.)', 'LECTURE 23: ANGULAR MOMENTUM (CONT.)', 'LECTURE 24: ADDITION OF ANGULAR MOMENTUM', 'LECTURE 25: ADDITION OF ANGULAR MOMENTUM (CONT.)', 'LECTURE 26: ADDITION OF ANGULAR MOMENTUM (CONT.)']","['QI13S04w8dM', 'lnZR0TVNh2k', 'AX9769eQV24', 'BWM0RXg-uvI', 'eZzBK3oy-08', '8yvmHBGcNbg', 'jjZM88ku-7k', 'a9FHHS6n-r4', 'r2NMWEsNcTs', '8rAQBnhbjms', 'Oi-JCJePLlc', '7Nrymx1ULis', 'zOZw3zCLzyE', '4WsMeqCKpgI', 'NXgobnaBN7U', 'TUenwZezzdk', 't3r9j7YUFrs', 'xieyFMfX-Ao', 'RTKvGmiT-9Q', 'LYXIUtVzPAM', 'JjoqYkq4J6k', 'v3dkStu-tMc', 'YDRMLCuNteY', 'ZTNip78TUvA', '65XkZ_SRxBk', 'WFQ-UcH4jMM']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
[],[],[]
[],[],[]
"['1: INTRODUCTION TO THE CLASS', '2: THE UNIVERSE: QUESTIONS YOU WERE AFRAID TO ASK', ""5: EINSTEIN'S FIELD EQUATIONS"", '8: X-RAY BINARIES AND THE SEARCH FOR BLACK HOLES', '10: THE UNIVERSE AND THREE EXAMPLES', '13: COSMIC STRUCTURE FORMATION; FROM INFLATION TO GALAXIES']","['bFGiQEEvh18', 'SEcVf93k0ZE', '8MWNs7Wfk84', 'mVqLF6FU1-o', '-fD51fZvZH8', 'mYaHarsAF5w']","[1, 2, 3, 4, 5, 6]"
"['LECTURE 1: INFLATIONARY COSMOLOGY: IS OUR UNIVERSE PART OF A MULTIVERSE? PART I', 'LECTURE 2: INFLATIONARY COSMOLOGY: IS OUR UNIVERSE PART OF A MULTIVERSE? PART II', 'LECTURE 3: THE DOPPLER EFFECT AND SPECIAL RELATIVITY', 'LECTURE 4: THE KINEMATICS OF THE HOMOGENEOUS EXPANDING UNIVERSE', 'LECTURE 5: COSMOLOGICAL REDSHIFT AND THE DYNAMICS OF HOMOGENEOUS EXPANSION, PART I', 'LECTURE 6: THE DYNAMICS OF HOMOGENEOUS EXPANSION, PART II', 'LECTURE 7: THE DYNAMICS OF HOMOGENEOUS EXPANSION, PART III', 'LECTURE 8: THE DYNAMICS OF HOMOGENEOUS EXPANSION, PART IV', 'LECTURE 9: THE DYNAMICS OF HOMOGENEOUS EXPANSION, PART V', 'LECTURE 10: INTRODUCTION TO NON-EUCLIDEAN SPACES', 'LECTURE 11: NON-EUCLIDEAN SPACES: CLOSED UNIVERSES', 'LECTURE 12: NON-EUCLIDEAN SPACES: OPEN UNIVERSES AND THE SPACETIME METRIC', 'LECTURE 13: NON-EUCLIDEAN SPACES: SPACETIME METRIC AND GEODESIC EQUATION', 'LECTURE 14: THE GEODESIC EQUATION', 'LECTURE 15: BLACK-BODY RADIATION AND THE EARLY HISTORY OF THE UNIVERSE, PART I', 'LECTURE 16: BLACK-BODY RADIATION AND THE EARLY HISTORY OF THE UNIVERSE, PART II', 'LECTURE 17: BLACK-BODY RADIATION AND THE EARLY HISTORY OF THE UNIVERSE, PART III', 'LECTURE 18: COSMIC MICROWAVE BACKGROUND SPECTRUM AND THE COSMOLOGICAL CONSTANT, PART I', 'LECTURE 19: THE COSMOLOGICAL CONSTANT, PART II', 'LECTURE 20: SUPERNOVAE IA AND VACUUM ENERGY DENSITY', 'LECTURE 21: PROBLEMS OF THE CONVENTIONAL (NON-INFLATIONARY) HOT BIG BANG MODEL', 'LECTURE 22: THE HIGGS FIELD AND THE COSMOLOGICAL MAGNETIC MONOPOLE PROBLEM', 'LECTURE 23: INFLATION']","['ANCN7vr9FVk', '4OinSH6sAUo', 'tJ2AJJMcQXs', 'wuPEmfon9lg', '45RQrWHzovU', 'vKLqWj0FRyc', 'm00PjHTq6jU', 'OtJFD9HNnoc', 'U9n-Y_ZC-2M', 'YfbXB_MSkSY', 'ARuzDX55Xnk', 'dBhMcn7UDs0', 'eUYIcR1VGns', '-yIKKST-_Mw', 'moyD_yeviMY', '6b83DypBeYg', 'KY91PsqCy_8', 'MKPswx4hjec', 'U_Ot1PTuUv4', 'RgScJ20EnW8', 'PK1KNojfvMQ', 'seBwiL9InII', 'PsfyE1-s9Rs']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
"['LECTURE 1: THERMODYNAMICS PART 1', 'LECTURE 2: THERMODYNAMICS PART 2', 'LECTURE 3: THERMODYNAMICS PART 3', 'LECTURE 4: THERMODYNAMICS PART 4', 'LECTURE 5: PROBABILITY PART 1', 'LECTURE 6: PROBABILITY PART 2', 'LECTURE 7: KINETIC THEORY OF GASES PART 1', 'LECTURE 8: KINETIC THEORY OF GASES PART 2', 'LECTURE 9: KINETIC THEORY OF GASES PART 3', 'LECTURE 10: KINETIC THEORY OF GASES PART 4', 'LECTURE 11: KINETIC THEORY OF GASES PART 5', 'LECTURE 12: CLASSICAL STATISTICAL MECHANICS PART 1', 'LECTURE 13: CLASSICAL STATISTICAL MECHANICS PART 2', 'LECTURE 14: CLASSICAL STATISTICAL MECHANICS PART 3', 'LECTURE 15: INTERACTING PARTICLES PART 1', 'LECTURE 16: INTERACTING PARTICLES PART 2', 'LECTURE 17: INTERACTING PARTICLES PART 3', 'LECTURE 18: INTERACTING PARTICLES PART 4', 'LECTURE 19: INTERACTING PARTICLES PART 5', 'LECTURE 20: QUANTUM STATISTICAL MECHANICS PART 1', 'LECTURE 21: QUANTUM STATISTICAL MECHANICS PART 2', 'LECTURE 22: IDEAL QUANTUM GASES PART 1', 'LECTURE 23: IDEAL QUANTUM GASES PART 2', 'LECTURE 24: IDEAL QUANTUM GASES PART 3', 'LECTURE 25: IDEAL QUANTUM GASES PART 4', 'LECTURE 26: IDEAL QUANTUM GASES PART 5']","['4RX_lpoGRBg', 'EQB2Pw0lWRU', 'JaEqS1ozlHY', '__tGxUu5BTc', 'w_I0AkvbWFc', 'I_LcUur7quE', 'BhVyiU_dWps', '8woIHrY6eM0', 't7pTpwMjQ5I', 'ybCsMYk5xMg', 'QmV7FOXijMo', 'ckUyxmwaC5E', 'Lt8FtWsq0q0', 'tCxonq5r-O8', 'Y59FgktB4uQ', 'TDnfhpAZBqs', 'TSjJlJJ2aoI', 'l2Q31eoy_rY', 'hl4c1P9D8IY', 'b1P0hurY6UE', '34lmLIYpkYQ', 'hRHzPaDpgu0', '8kNP_VWmfFs', 'FmylhZqFXNk', '6rn4q9mv4jQ', '6gMgNriK1Nk']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
"['LECTURE 1: COLLECTIVE BEHAVIOR, FROM PARTICLES TO FIELDS PART 1', 'LECTURE 2: LEC 1 (CONTINUED); THE LANDAU-GINZBURG APPROACH PART 1', 'LECTURE 3: THE LANDAU-GINZBURG APPROACH PART 2', 'LECTURE 4: THE LANDAU-GINZBURG APPROACH PART 3', 'LECTURE 5: THE LANDAU-GINZBURG APPROACH PART 4', 'LECTURE 6: THE SCALING HYPOTHESIS PART 1', 'LECTURE 7: THE SCALING HYPOTHESIS PART 2', 'LECTURE 8: THE SCALING HYPOTHESIS PART 3', 'LECTURE 9: PERTURBATIVE RENORMALIZATION GROUP PART 1', 'LECTURE 10: PERTURBATIVE RENORMALIZATION GROUP PART 2', 'LECTURE 11: PERTURBATIVE RENORMALIZATION GROUP PART 3', 'LECTURE 12: PERTURBATIVE RENORMALIZATION GROUP PART 4', 'LECTURE 13: POSITION SPACE RENORMALIZATION GROUP, PART 1', 'LECTURE 14: POSITION SPACE RENORMALIZATION GROUP, PART 2', 'LECTURE 15: SERIES EXPANSIONS PART 1', 'LECTURE 16: SERIES EXPANSIONS PART 2', 'LECTURE 17: SERIES EXPANSIONS PART 3', 'LECTURE 18: SERIES EXPANSIONS PART 4', 'LECTURE 19: SERIES EXPANSIONS PART 5', 'LECTURE 20: CONTINUOUS SPINS AT LOW TEMPERATURES PART 1', 'LECTURE 21: CONTINUOUS SPINS AT LOW TEMPERATURES PART 2', 'LECTURE 22: CONTINUOUS SPINS AT LOW TEMPERATURES PART 3', 'LECTURE 23: CONTINUOUS SPINS AT LOW TEMPERATURES PART 4', 'LECTURE 24: DISSIPATIVE DYNAMICS', 'LECTURE 25: CONTINUOUS SPINS AT LOW TEMPERATURES PART 5', 'LECTURE 26: CONTINUOUS SPINS AT LOW TEMPERATURES PART 6']","['2MaQKFHqYBw', 'eKVr-oKxMPg', '2Ep48LwBhAQ', 'h_YZxQJpPv0', '9WhnbTT_nS8', 'NLKJdcb1E5I', 'fGUaxrIejr4', 'WtGS6lV5MDI', '00PK6cUCbnU', 'xtgygDYTKM0', 'DVRjcfMwAkk', 'vhLqp3eIkU4', '1_dMnMLbIok', 'bQ-miBkhy9M', 'bMnpf0s-mAk', 'y7sIuqgADgc', 'vuS8mlpRn_0', 'yBdXS5dXQN4', '6HrTfI8R_9A', 'opL7d8vY0KA', 'MphmZC2o0aM', 'XDpCdELStJs', 'iecno1uInk8', 'Rv1UBrGVGFk', 'H44LyNdIi5E', 'PGnLAx8e4Gk']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
"['LECTURE 1: RESONANCE I', 'LECTURE 2: RESONANCE II', 'LECTURE 3: RESONANCE III', 'LECTURE 4: RESONANCE IV', 'LECTURE 5: RESONANCE V AND ATOMS I', 'LECTURE 6: ATOMS II', 'LECTURE 7: ATOMS III', 'LECTURE 8: ATOMS IV', 'LECTURE 9: ATOMS V AND ATOMS IN EXTERNAL FIELDS I', 'LECTURE 10: ATOMS IN EXTERNAL FIELDS II', 'LECTURE 11: ATOMS IN EXTERNAL FIELDS III', 'LECTURE 12: ATOMS IN EXTERNAL FIELDS IV AND ATOM-LIGHT INTERACTIONS I', 'LECTURE 13: ATOM-LIGHT INTERACTIONS II', 'LECTURE 14: ATOM-LIGHT INTERACTIONS III', 'LECTURE 15: ATOM-LIGHT INTERACTIONS IV', 'LECTURE 16: ATOM-LIGHT INTERACTIONS V', 'LECTURE 17: ATOM-LIGHT INTERACTIONS VI AND LINE BROADENING I', 'LECTURE 18: LINE BROADENING II', 'LECTURE19: LINE BROADENING III', 'LECTURE 20: LINE BROADENING IV AND TWO-PHOTON EXCITATION I', 'LECTURE 21: TWO-PHOTON EXCITATION II AND COHERENCE I', 'LECTURE 22: COHERENCE II', 'LECTURE 23: COHERENCE III', 'LECTURE 24: COHERENCE IV', 'LECTURE 25: COHERENCE V']","['iwQ49oG-DO8', 'TcvY8Nt0ZGA', 'r70MEz4cZFc', 'OMdGWyruixk', 'Lgqpoct9kk8', 'vkka1O2H5h4', 'gA1ZO0xBiYg', 'ol2GRkRam4k', 'hUVfj1XktGI', 'zMlEb29UlKw', 'jgSn1mB8uSI', '4fZPNSMiRvk', 'kWNv0-0tlAw', 'nSxRp52JkKY', 'JFSRqIozgh0', 'MVOJloovd18', 'o3Oog9I25dA', 'OIis_b2bSVo', 'godnGvjmGZc', 'Fnsu19QD1D8', 'zlaRnrjcjmw', 'EfuSYmCQSY8', 'pQ10vZKnttA', 'Y7UsD2SNIIw', 'NOE2GDmSbDQ']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
"['LECTURE 1: INTRODUCTION TO ATOMIC PHYSICS', 'LECTURE 2: QED HAMILTONIAN', 'LECTURE 3: QUANTUM DESCRIPTION OF LIGHT, PART 1', 'LECTURE 3: QUANTUM DESCRIPTION OF LIGHT, PART 2', 'LECTURE 4: NON-CLASSICAL LIGHT, SQUEEZING, PART 1', 'LECTURE 4: NON-CLASSICAL LIGHT, SQUEEZING, PART 2', 'LECTURE 5: SINGLE PHOTONS, PART 1', 'LECTURE 5: SINGLE PHOTONS, PART 2', 'LECTURE 6: ENTANGLED STATES', 'LECTURE 7: METROLOGY, SHOT NOISE AND HEISENBERG LIMIT, PART 1', 'LECTURE 7: METROLOGY, SHOT NOISE AND HEISENBERG LIMIT, PART 2', 'LECTURE 8: G(2) FOR ATOMS AND LIGHT', 'LECTURE 9: DIAGRAMS FOR LIGHT-ATOM INTERACTIONS', 'LECTURE 10: VAN DER WAALS AND CASIMIR INTERACTIONS', 'LECTURE 11: CASIMIR FORCE', 'LECTURE 12: RESONANT INTERACTIONS', 'LECTURE 13: DERIVATION OF OPTICAL BLOCH EQUATIONS', 'LECTURE 14: SOLUTIONS OF OPTICAL BLOCH EQUATIONS, PART 1', 'LECTURE 14: SOLUTIONS OF OPTICAL BLOCH EQUATIONS, PART 2', 'LECTURE 15: UNRAVELING OPEN SYSTEM QUANTUM DYNAMICS', 'LECTURE 16: LIGHT FORCES, PART 1', 'LECTURE 16: LIGHT FORCES, PART 2', 'LECTURE 17: DRESSED ATOM, PART 1', 'LECTURE 17: DRESSED ATOM, PART 2', 'LECTURE 18: TECHNIQUES FOR ULTRALOW TEMPERATURES', 'LECTURE19: BOSE GASES', 'LECTURE 20: FERMI GASES, BEC-BCS CROSSOVER', 'LECTURE 21: ION TRAPPING AND QUANTUM GATES']","['Agu68RGaoWM', 's83SihcFfYo', 'k7DskqekDZk', 'r6OUO3an7-0', 'QE-9hHvOles', 'zfBXJQ-i6p8', 'EY0SUbG2T6A', '4fa3cx0Hu8s', '8NiJSP-iE74', 'hmAp4ASxmKs', 'A75xAGO3ZEY', 'Ef1eG33K_V0', 'D7APJXFJsbc', 'RjcU0OydPcE', 'q5iBqycJuqU', 'ZEmvTidO7k4', 'RITcQMokTJs', 'T1KLrKvCGbA', 'O92M9n8uIGY', 'vFmdogFFcko', 'vyDnTx4gTis', 'r_fWDSikuNQ', 'k0X7iSaPM38', 'j8Wg9c9aWV8', 'FU3P-vnGSZ0', 'Ih01TfuEfqU', 'O_zjGYvP4Ps', 'lJOuPmI--5c']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]"
"['INTRODUCTION TO THE CLASS AND OVERVIEW OF TOPICS', 'INPUT FUNCTION, MICHAELIS-MENTEN KINETICS, AND COOPERATIVITY', 'AUTOREGULATION, FEEDBACK AND BISTABILITY', 'SYNTHETIC BIOLOGY AND STABILITY ANALYSIS IN THE TOGGLE SWITCH', 'OSCILLATORY GENETIC NETWORKS', 'GRAPH PROPERTIES OF TRANSCRIPTION NETWORKS', 'FEED-FORWARD LOOP NETWORK MOTIF', 'INTRODUCTION TO STOCHASTIC GENE EXPRESSION', 'CAUSES AND CONSEQUENCES OF STOCHASTIC GENE EXPRESSION', 'STOCHASTIC MODELING', 'LIFE AT LOW REYNOLDS NUMBER', 'ROBUSTNESS AND BACTERIAL CHEMOTAXIS', 'ROBUSTNESS IN DEVELOPMENT AND PATTERN FORMATION', 'MICROBIAL EVOLUTION EXPERIMENTS AND OPTIMAL GENE CIRCUIT DESIGN', 'EVOLUTION IN FINITE POPULATIONS', 'CLONAL INTERFERENCE AND THE DISTRIBUTION OF BENEFICIAL MUTATIONS', 'FITNESS LANDSCAPES AND SEQUENCE SPACES', 'EVOLUTIONARY GAMES', 'SURVIVAL IN FLUCTUATING ENVIRONMENTS', 'PARASITES, THE EVOLUTION OF VIRULENCE AND SEX', 'INTERSPECIES INTERACTIONS', 'ECOSYSTEM STABILITY, CRITICAL TRANSITIONS, AND BIODIVERSITY', 'DYNAMICS OF POPULATIONS IN SPACE', 'THE NEUTRAL THEORY OF ECOLOGY']","['gc3O2sKIsX4', 'lLY1u2aghIQ', 'sJ7p2AuOYlA', 'hfq1T9windg', 'xNNxlsY-F-s', 'NnDqJhtUqjw', 'zJTVMkGe8-8', 'dP4NQIpUH6w', '03bVGr-vYHQ', 'EXBO08-78IU', 'TuXFwKrWQg8', 'cT855rpX8bc', 'onL_UF4FLVM', '9yGxpWVWYDY', 'KLrPm-BEEOI', '6PxncdxIXNE', 'EFXjKHdbi6A', 'a8Fbmj4nIxY', 'BJXCf6pFrhA', 'Cn5K8R8cEiI', 'WTesORG5H-A', 'lC3XSwQ62iw', '3eIzIJ6QncY', 'm41DWardioc']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
[],[],[]
"['LECTURE 1: EMERGENCE OF GRAVITY', 'LECTURE 2: CLASSICAL BLACK HOLE GEOMETRY', 'LECTURE 3: CAUSAL STRUCTURE OF A BLACK HOLE AND BLACK HOLE TEMPERATURE', 'LECTURE 4: PHYSICAL INTERPRETATION OF BLACK HOLE TEMPERATURE', 'LECTURE 5: BLACK HOLE THERMODYNAMICS', 'LECTURE 6: HOLOGRAPHIC PRINCIPLE', 'LECTURE 7: STRUCTURE OF LARGE-N EXPANSION', 'LECTURE 8: LARGE-N EXPANSION AS A STRING THEORY, PART I', 'LECTURE 9: LARGE-N EXPANSION AS A STRING THEORY, PART II', 'LECTURE 10: BASICS OF STRING THEORY AND LIGHT-CONE GAUGE', 'LECTURE 11: STRING THEORY IN THE LIGHT-CONE GAUGE', 'LECTURE 12: STRING SPECTRUM AND GRAVITON', 'LECTURE 13: PHYSICS OF D-BRANES, PART I', 'LECTURE 14: PHYSICS OF D-BRANES, PART II', 'LECTURE 15: PHYSICS OF D-BRANES, PART III', 'LECTURE 16: GEOMETRY OF D-BRANES AND ADS / CFT CONJECTURE', 'LECTURE 17: MORE ON ADS / CFT DUALITY', 'LECTURE 18: GENERAL ASPECTS OF THE DUALITY', 'LECTURE 19: MASS-DIMENSION RELATION', 'LECTURE 20: EUCLIDEAN CORRELATION FUNCTIONS: TWO-POINT FUNCTIONS', 'LECTURE 21: EUCLIDEAN CORRELATION FUNCTIONS: HIGHER-POINT FUNCTIONS', 'LECTURE 22: COMPUTATION OF THE WILSON LOOP', 'LECTURE 23: DUALITY AT A FINITE TEMPERATURE AND FINITE CHEMICAL POTENTIAL', 'LECTURE 24: HOLOGRAPHIC ENTANGLEMENT ENTROPY']","['EUnGZoBa3nc', 'WVOIk8en6YE', 'LTEtH1gzwoE', 'gLYwLyeE8oU', 'hIvrYfwUyZQ', '1pkoBetgo7s', '14_8tzAd1rA', 'LoIXB2GJHkg', 'M_8UajiNlDg', 'owhNn20aZo8', 'jhyWwA_bJ5A', 'Wcy-zCt8llk', 'iPWIqjYkVns', 'k6HCdJ9lKho', '-mrxN8XcQOQ', '1LEYgS8Wzsk', '0fChZwU1zEc', 'nW4vp_upvmE', 'eGPpz9kYUCg', '1OGZCt58GLc', 'oXsC9bjMJA4', 'WPuDh61Lkpg', 'raP-0nqnF_A', '_75zfIar62c']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
"['LECTURE 1: INTRODUCTION TO EFFECTIVE FIELD THEORY (EFT)', 'LECTURE 2: DIMENSIONAL POWER COUNTING', 'LECTURE 3: FIELD REDEFINITIONS', 'LECTURE 4: MATCHING AND DECOUPLING', 'LECTURE 5: CLASSIC OPERATOR RENORMALIZATION GROUP EQUATIONS (RGE)', 'LECTURE 6: CHIRAL LAGRANGIANS', 'LECTURE 7: CHIRAL LOOPS', 'LECTURE 8: HEAVY QUARK EFFECTIVE THEORY (HQET)', 'LECTURE 9: HQET MATCHING & POWER CORRECTIONS', 'LECTURE 10: HQET EXAMPLES', 'LECTURE 11: RENORMALONS', 'LECTURE 12: MORE RENORMALONS', 'LECTURE 13: EFT WITH FINE TUNING', 'LECTURE 14: EFT WITH FINE TUNING PART 2', 'LECTURE 15: SOFT-COLLINEAR EFFECTIVE THEORY (SCET) INTRODUCTION', 'LECTURE 16: SCET COLLINEAR WILSON LINES', 'LECTURE 17: SCET MULTIPOLE EXPANSION', 'LECTURE 18: SCET BEYOND TREE LEVEL', 'LECTURE 19: SCET BEYOND TREE LEVEL 2', 'LECTURE 20: SCET WILSON COEFFICIENTS', 'LECTURE 21: SCET SUDAKOV LOGARITHMS', 'LECTURE 22: SCET FOR DIS', 'LECTURE 23: SCET FOR DIJETS', 'LECTURE 24: SCETII', 'LECTURE 25: SCET_2 RAPIDITY RGE', 'LECTURE 26: SCET FOR LHC']","['WB8r7CU7clk', 'f4BQ_VHXgd8', '6PrAW28eUpE', 'KwtuwXp16cY', 'zr3wuh3fWRw', 'mqLN0G3Z33Y', 'HKkSPqCOmD0', 'HKkSPqCOmD0', 'kEd-WsV7ESA', 'ogrcXqbvbL4', 'kZcGNN5cYCg', 'DdnXB0Fa3gQ', 'VrXUdbg3NiM', 'DdY98Zaff5I', 'v2JKK_yPwc0', 'AFQnH_upWBY', 'TcNXre5Ea6Y', 'WtOJN2TCD6o', 'Jtda1czqdxc', 'pusPy4EDPC0', 'kJFbJDYuU_k', 'tKo9-jn7A3g', 'hAFnqX7diSU', 'k0vA0aTcUZA', 'zd9aU90WzV8', 'Xpqcsa3RVTU']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
"['LECTURE 1: INTRODUCTION AND THE GEOMETRIC VIEWPOINT ON PHYSICS', 'LECTURE 2: INTRODUCTION TO TENSORS', 'LECTURE 3: TENSORS CONTINUED', 'LECTURE 4: VOLUMES AND VOLUME ELEMENTS; CONSERVATION LAWS', 'LECTURE 5: THE STRESS ENERGY TENSOR AND THE CHRISTOFFEL SYMBOL', 'LECTURE 6: THE PRINCIPLE OF EQUIVALENCE', 'LECTURE 7: THE PRINCIPLE OF EQUIVALENCE CONTINUED; PARALLEL TRANSPORT', 'LECTURE 8: LIE TRANSPORT, KILLING VECTORS, TENSOR DENSITIES', 'LECTURE 9: GEODESICS', 'LECTURE 10: SPACETIME CURVATURE', 'LECTURE 11: MORE ON SPACETIME CURVATURE', 'LECTURE 12: THE EINSTEIN FIELD EQUATION', 'LECTURE 13: THE EINSTEIN FIELD EQUATION (VARIANT DERIVATION)', 'LECTURE 14: LINEARIZED GRAVITY I: PRINCIPLES AND STATIC LIMIT', 'LECTURE 15: LINEARIZED GRAVITY II: DYNAMIC SOURCES', 'LECTURE 16: GRAVITATIONAL RADIATION I', 'LECTURE 17: GRAVITATIONAL RADIATION II', 'LECTURE 18: COSMOLOGY I', 'LECTURE 19: COSMOLOGY II', 'LECTURE 20: SPHERICAL COMPACT SOURCES I', 'LECTURE 21: SPHERICAL COMPACT SOURCES II', 'LECTURE 22: BLACK HOLES I', 'LECTURE 23: BLACK HOLES II']","['iRVfaR3N5K4', 'TiHHz3sKDbY', 'H6eR3sG524M', 'h9xaoGkyHwg', 'OOmZkNa72t4', '6MssatXXAzc', 'gnWKpHUj11w', 'LoIq6KElVxs', '4QPKWFme0k4', 'JWSdeg4jkoY', 'd1dtqw7f6pw', 'OIjLUzS6SQA', 'JNWXzIFcf3g', '9lIgAPvppk0', 'Oxk2nnuC130', 'R2vL2wLqGYg', 'pUqA_iHLBWQ', 'wBvXOb59l-k', 'p_10lgn2BiI', 'PVYTNKZDHBo', 'K1vpc9YwlQI', 'ZqF-7bjnzCU', '_uNWqE3LS1E']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
[],[],[]
